SAL_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SAL51410,148,283,4,38,26,108,10,31,65,256,102,423,13,50,6,31,37,120,59,202,164,625,0,0,5,4,0,6,15,31,19,42,0,6,9,8,11,28,17,41,34,88,3,0,349,998
SAL51411,107,205,0,4,15,62,0,5,51,208,68,282,5,25,14,37,28,79,44,141,111,422,4,8,0,0,0,0,11,26,10,36,0,0,0,4,4,8,8,16,20,49,3,3,237,683
SAL51412,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL51413,216,433,7,24,39,180,10,59,209,790,261,1051,19,89,17,39,60,194,95,320,359,1369,0,7,23,83,16,75,109,305,154,463,11,28,23,52,87,189,120,268,274,730,15,35,869,2564
SAL51414,0,3,0,0,0,0,0,4,9,18,10,27,0,0,0,0,0,0,0,0,10,27,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,4,11,35
SAL51415,13,27,0,0,0,11,7,37,31,124,42,169,0,0,0,0,3,14,3,14,42,182,0,0,0,6,0,5,10,38,10,45,0,0,0,0,3,11,3,11,17,57,7,17,78,282
SAL51416,1261,2472,3,17,87,384,7,10,609,2242,705,2651,34,120,97,337,97,307,228,765,932,3415,3,12,31,79,0,4,128,288,155,382,13,38,60,127,78,159,154,320,305,707,40,82,2549,6678
SAL51417,962,1882,28,133,146,674,41,191,989,3741,1205,4740,79,339,141,480,221,715,444,1537,1648,6281,3,32,31,116,18,59,213,517,266,719,26,82,50,115,124,278,203,475,471,1191,50,100,3127,9454
SAL51418,10,25,0,0,3,11,5,15,10,29,15,48,0,0,0,0,0,0,0,0,11,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,80
SAL51419,187,352,0,0,9,22,8,19,106,435,122,479,5,7,5,23,25,70,33,107,154,584,0,3,5,12,7,13,40,97,55,130,4,9,15,25,15,36,30,72,83,200,9,14,433,1152
SAL51420,958,1909,12,61,65,297,31,135,383,1482,490,1967,49,207,52,169,180,569,284,949,772,2917,8,22,30,110,15,69,142,381,193,584,24,60,33,71,198,438,251,573,449,1159,40,94,2221,6076
SAL51421,429,846,0,6,91,413,4,19,339,1366,442,1800,37,152,109,385,61,189,209,734,655,2534,0,0,14,41,5,3,43,117,59,163,7,11,31,75,35,75,71,162,129,325,10,16,1218,3716
SAL51422,18,33,0,0,0,5,0,0,9,31,15,40,0,0,3,3,3,9,5,12,13,52,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,35,87
SAL51423,3,4,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,6,18
SAL51424,21,41,0,0,0,0,0,3,4,29,7,28,0,0,0,0,0,8,0,8,8,36,0,0,0,0,0,4,0,3,4,8,0,0,0,0,4,6,4,6,4,7,0,0,36,81
SAL51425,10,14,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13
SAL51426,3,7,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,5,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14
SAL51427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51430,28,60,0,0,0,4,0,9,14,50,12,63,0,0,6,7,5,12,6,24,18,82,0,6,7,12,3,12,0,10,10,38,0,0,0,4,4,15,4,20,15,59,0,0,67,205
SAL51431,14,21,0,0,0,4,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,9,0,0,5,13,0,0,0,5,5,20,0,0,0,3,0,7,3,9,10,33,3,3,26,69
SAL51432,3,7,0,0,0,0,0,0,0,6,0,6,0,0,0,0,4,5,4,5,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20
SAL51433,13,36,3,13,0,28,10,56,34,150,50,243,0,0,5,9,9,22,6,25,56,267,0,0,0,4,4,9,11,37,15,51,0,0,0,0,10,35,18,43,31,90,3,16,108,413
SAL51434,4,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
SAL51435,750,1453,25,147,174,786,57,262,853,3313,1109,4508,85,344,128,432,257,808,466,1585,1574,6090,10,42,31,94,9,25,141,363,190,517,29,76,38,87,104,222,163,392,348,914,19,29,2695,8493
SAL51436,180,357,3,24,18,57,0,16,90,352,110,446,0,5,9,30,27,82,38,110,155,560,0,8,0,10,3,17,17,43,21,68,0,3,3,7,9,23,15,34,38,104,12,19,381,1038
SAL51437,3,5,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,5,0,5,4,6,0,0,7,18
SAL51438,0,0,0,0,0,6,0,0,5,10,5,15,0,0,0,6,0,4,4,9,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19
SAL51439,11,21,0,3,0,4,0,0,4,16,3,25,0,0,0,5,4,6,6,10,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,3,7,0,0,25,64
SAL51440,16,44,0,0,0,17,0,0,18,82,21,109,0,0,0,0,0,6,0,6,22,106,0,0,0,0,5,20,5,21,8,51,0,0,0,0,7,11,7,11,15,58,6,14,57,221
SAL51441,7,11,0,0,0,4,0,5,6,21,5,27,0,0,5,6,0,0,5,6,12,36,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,14,51
SAL51442,37,69,0,7,0,8,0,6,19,62,21,83,0,0,0,5,5,14,4,17,27,96,0,0,0,0,0,3,6,7,4,11,0,0,0,0,0,4,0,6,5,14,0,3,69,179
SAL51443,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20
SAL51444,7,17,0,0,0,5,0,0,4,19,8,21,0,0,0,4,0,5,6,4,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,44
SAL51445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51446,626,1221,27,173,119,528,22,103,449,1766,619,2564,58,238,79,250,156,495,291,981,902,3545,0,7,14,39,3,19,50,128,67,192,5,16,18,45,39,93,71,158,136,348,12,21,1676,5142
SAL51447,10,20,0,0,0,0,0,0,9,19,9,19,0,0,0,0,3,14,3,14,12,28,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,9,0,9,0,8,0,0,26,59
SAL51448,2377,4721,66,386,300,1439,107,503,1508,5931,1972,8259,163,715,243,796,623,1987,1028,3506,2999,11761,23,119,63,229,37,142,372,1002,494,1490,57,180,92,200,452,994,597,1367,1094,2863,124,261,6590,19602
SAL51449,43,88,0,0,0,0,0,0,21,64,21,64,5,9,0,0,0,6,7,23,22,85,0,0,7,7,0,0,5,24,11,27,0,5,0,0,0,0,5,8,16,36,0,0,83,219
SAL51450,10,27,0,8,0,0,0,0,9,33,9,37,0,0,0,4,0,0,0,7,10,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,70
SAL51451,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL51452,4,10,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,11,23
SAL51453,6,12,0,0,0,0,0,0,7,14,7,14,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,3,0,3,0,4,0,0,3,3,4,8,3,6,0,3,16,41
SAL51454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51455,0,9,0,0,0,0,0,0,3,21,3,21,0,0,0,0,0,3,0,3,9,21,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,0,10,30
SAL51456,197,382,4,19,33,143,15,55,297,1228,346,1439,0,19,17,54,22,74,45,141,390,1582,0,0,3,16,0,3,21,47,25,69,0,0,9,20,9,16,22,34,42,104,8,9,637,2078
SAL51457,5,8,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17
SAL51458,203,394,0,3,3,19,4,14,45,155,53,199,5,20,3,13,24,62,36,98,83,293,0,11,6,29,3,11,28,85,42,133,3,6,4,7,19,29,22,46,61,178,10,20,356,890
SAL51459,3,12,0,0,0,0,0,0,3,9,3,9,0,0,0,0,0,7,0,7,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25
SAL51460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51461,0,9,0,0,0,0,0,0,4,15,4,15,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22
SAL51462,45,91,3,13,0,7,0,0,14,65,22,79,0,3,5,11,6,16,13,32,31,110,0,0,0,0,0,0,7,15,7,15,0,4,0,0,9,21,10,19,17,38,0,0,93,238
SAL51463,14,23,0,0,0,0,0,0,5,14,5,14,0,6,0,0,3,5,0,9,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,59
SAL51464,0,3,0,0,0,4,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12
SAL51465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51466,16,34,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,3,4,8,0,7,0,0,4,4,0,0,0,12,3,12,0,0,0,0,3,3,5,4,5,21,0,0,24,63
SAL51467,510,1026,6,21,42,182,13,49,443,1566,497,1814,11,54,37,112,62,213,112,383,615,2196,0,0,5,24,0,7,45,97,52,133,6,16,6,19,30,77,49,112,102,248,14,28,1238,3501
SAL51468,20,33,0,0,0,5,0,0,10,44,12,45,0,0,3,4,0,5,5,11,12,58,0,0,0,0,0,0,4,6,4,6,0,0,0,0,0,5,0,5,0,5,0,0,37,102
SAL51469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51470,302,606,5,18,45,200,5,16,207,815,259,1053,35,159,67,237,60,178,162,576,417,1631,0,0,3,15,0,3,18,33,22,52,7,9,6,20,22,48,35,77,61,129,3,8,791,2374
SAL51471,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,6,17
SAL51472,921,1806,10,37,31,146,8,19,470,1630,514,1829,16,90,39,134,82,257,141,481,652,2309,0,3,11,32,5,11,113,276,131,326,3,12,34,90,113,237,154,333,287,654,40,91,1905,4864
SAL51473,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL51474,6,12,0,0,0,9,0,4,10,23,9,34,0,0,0,0,0,3,0,3,10,38,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,5,3,12,0,0,24,60
SAL51475,405,777,12,68,47,209,30,112,268,1058,356,1446,14,57,17,50,90,265,124,369,479,1813,6,17,4,24,8,29,59,163,82,230,4,6,7,13,48,100,57,116,138,348,3,12,1028,2953
SAL51476,8,14,0,4,4,3,0,0,6,35,9,43,0,0,0,0,0,0,0,0,15,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,66
SAL51477,5,6,0,0,0,3,0,0,9,27,4,29,0,0,0,0,0,0,0,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,34
SAL51478,53,94,0,7,5,30,0,7,22,95,30,139,0,0,3,7,11,32,14,40,46,183,0,0,0,0,0,3,7,13,7,22,0,0,0,0,4,8,4,8,14,28,0,0,100,304
SAL51479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51480,25,49,0,0,3,14,0,0,16,50,21,67,0,3,0,0,9,34,13,31,31,98,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,6,0,0,53,152
SAL51481,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL51482,78,154,3,10,0,10,4,15,20,76,25,114,3,18,5,15,19,65,25,93,51,207,0,6,0,7,0,3,6,15,10,30,0,0,0,3,10,20,14,25,26,56,0,3,157,422
SAL51483,7,15,0,0,0,0,0,0,4,19,4,19,0,4,0,0,0,0,0,7,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,17,43
SAL51484,10,20,0,0,0,5,0,0,21,72,23,75,0,0,0,4,0,3,4,6,22,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,102
SAL51485,219,440,3,23,16,74,3,30,100,408,129,531,5,30,10,28,53,171,67,229,198,759,0,3,8,37,11,39,60,188,85,265,3,3,10,17,53,114,62,133,148,399,5,13,572,1607
SAL51486,126,239,8,36,13,78,4,18,55,245,81,376,8,20,8,20,18,67,31,104,117,474,0,5,0,19,8,34,52,164,68,213,9,14,7,16,37,78,54,114,116,331,10,18,365,1061
SAL51487,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL51488,5,14,0,0,0,0,0,0,4,12,4,12,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27
SAL51489,273,530,8,41,49,213,20,83,215,860,291,1191,14,58,23,69,58,176,98,305,389,1491,6,13,6,23,9,24,63,184,81,236,0,6,10,23,33,61,45,91,125,327,0,8,790,2359
SAL51490,1190,2350,0,3,41,174,6,33,624,2231,673,2445,23,83,39,135,69,213,130,429,806,2877,0,0,20,64,0,15,84,205,113,282,14,25,41,86,90,194,139,310,257,591,75,166,2330,5979
SAL51491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51492,71,143,0,11,10,32,3,24,48,195,62,267,0,10,4,16,14,47,21,79,88,345,0,0,0,0,0,10,16,49,22,65,0,0,0,4,13,23,10,23,30,87,3,4,197,576
SAL51493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51494,132,262,4,10,17,63,3,12,79,287,100,373,10,37,10,23,23,80,39,140,138,514,0,0,11,26,4,10,31,73,38,107,5,15,10,15,38,74,48,107,85,216,8,19,370,1005
SAL51495,13,23,0,0,3,14,0,0,7,19,5,34,0,0,0,0,0,6,3,11,11,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,72
SAL51496,5,5,0,0,0,6,0,0,4,10,6,14,0,0,0,0,0,3,0,3,6,15,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,8,23
SAL51497,5,12,0,0,0,0,0,0,4,15,4,15,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25
SAL51498,7,14,0,0,0,4,0,0,4,19,8,25,0,0,0,0,0,5,0,5,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,14,43
SAL51499,10,18,0,0,0,5,0,0,0,10,0,11,0,0,0,0,0,4,0,4,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,33
SAL51500,255,492,3,15,34,143,8,48,171,663,211,871,9,37,11,30,54,159,72,230,287,1105,3,6,9,31,9,39,72,201,93,282,5,11,3,9,37,80,46,101,139,382,7,21,685,1999
SAL51501,193,382,0,0,9,58,0,9,56,213,67,274,6,12,3,11,18,51,25,75,89,354,0,8,4,10,6,3,28,73,35,97,0,0,4,9,25,49,30,62,66,158,4,8,349,898
SAL51502,1290,2544,33,179,149,702,63,276,736,2815,979,3972,87,349,98,320,300,923,479,1599,1462,5569,13,71,40,137,26,85,281,785,359,1073,21,61,48,103,207,450,274,619,632,1695,38,82,3427,9894
SAL51503,9,14,0,0,0,0,0,0,0,5,0,5,0,0,0,0,5,5,5,5,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25
SAL51504,7,16,0,0,0,4,0,0,5,26,8,28,0,0,0,0,0,0,0,0,9,26,0,0,0,0,0,0,5,11,5,11,0,0,0,0,0,0,0,0,5,11,0,0,15,54
SAL51505,31,63,0,8,0,0,0,4,18,70,20,80,0,0,5,6,6,10,11,17,25,101,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,14,4,14,4,12,0,0,59,177
SAL51506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51508,105,214,3,17,8,53,3,16,71,286,84,371,3,9,11,34,29,104,48,151,133,522,0,0,3,18,0,6,13,44,19,60,0,0,5,11,15,38,20,49,39,108,5,8,286,847
SAL51509,5,14,0,0,0,0,0,0,5,14,5,14,0,0,0,3,3,8,3,6,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,32
SAL51510,77,140,0,0,0,5,0,0,10,47,14,52,0,0,7,17,4,6,6,27,21,77,0,0,0,11,0,3,0,12,7,19,0,0,0,5,5,9,6,11,9,30,0,4,114,258
SAL51511,6,14,0,0,5,8,0,0,4,12,3,21,0,0,0,7,0,5,5,10,8,24,0,0,0,0,0,0,6,6,6,6,0,0,0,0,0,4,0,4,0,6,0,0,18,49
SAL51512,8,8,0,0,0,4,0,0,4,8,4,10,0,3,0,0,0,8,3,9,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25
SAL51513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51514,5,10,0,7,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29
SAL51515,0,5,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18
SAL51516,10,15,0,0,0,0,5,15,7,7,3,19,0,0,0,0,9,26,9,26,10,47,0,8,0,3,0,0,0,11,5,18,0,0,0,0,4,9,4,9,11,24,0,0,27,88
SAL51517,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6
SAL51518,56,108,0,8,4,9,0,5,18,63,20,84,0,3,3,0,11,27,12,34,30,123,0,0,0,5,0,4,0,0,3,8,0,0,0,0,3,7,3,7,8,13,0,0,95,244
SAL51519,419,806,9,37,41,186,13,56,489,1771,548,2050,24,100,37,130,81,245,147,473,690,2524,3,7,17,59,4,15,84,190,106,272,6,18,7,22,49,103,69,148,174,422,5,12,1291,3771
SAL51520,9,16,0,0,0,0,0,0,7,19,7,19,0,0,0,0,4,6,4,6,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,47
SAL51521,405,780,11,79,68,326,17,73,373,1433,475,1916,15,57,35,106,79,239,127,402,604,2323,3,16,16,82,7,39,74,199,108,328,10,22,12,26,42,83,60,135,164,462,10,22,1177,3584
SAL51522,33,59,0,0,0,5,0,0,3,15,3,15,0,0,0,0,0,7,0,7,8,25,0,0,0,0,0,0,0,6,4,13,0,0,0,0,0,0,0,0,3,12,0,3,43,102
SAL51523,10,11,0,0,0,0,0,0,5,11,5,11,0,0,0,0,0,5,0,5,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,13,28
SAL51524,14,23,0,0,0,0,0,0,11,48,11,52,0,3,0,0,9,15,8,24,18,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,95
SAL51525,631,1211,7,48,44,172,15,72,224,856,292,1140,29,102,30,99,83,252,136,452,430,1591,0,9,13,51,4,33,85,229,111,319,9,26,14,26,51,113,74,160,182,483,7,13,1247,3301
SAL51526,1304,2567,30,176,114,518,25,140,773,2928,946,3756,68,291,101,349,316,986,485,1620,1432,5377,9,33,36,125,19,65,225,601,291,824,19,58,37,84,207,446,262,584,554,1408,42,84,3327,9437
SAL51527,10,15,0,0,0,3,0,0,3,12,3,13,0,6,0,0,4,6,0,12,8,25,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,17,49
SAL51528,7,18,0,13,0,11,0,3,9,31,12,55,0,0,0,7,0,0,0,7,14,58,0,0,0,19,4,16,9,18,13,49,0,0,0,0,5,16,5,16,24,67,0,3,44,149
SAL51529,23,47,0,0,0,7,0,0,6,25,6,30,3,10,0,0,7,24,11,40,19,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,9,3,9,0,0,45,117
SAL51530,34,75,0,4,5,22,6,40,28,117,40,182,0,4,0,0,3,15,9,22,46,199,0,0,0,9,5,20,21,64,25,91,0,0,0,5,13,37,17,38,41,135,3,16,131,414
SAL51531,3,10,0,0,0,4,0,0,0,5,4,10,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,18
SAL51532,6,6,0,4,0,0,0,0,6,28,10,33,0,0,0,0,0,4,0,4,10,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,42
SAL51533,10,21,4,15,0,5,4,7,27,112,28,141,0,0,0,0,9,34,7,32,38,177,4,12,0,8,11,34,23,60,32,113,0,0,0,0,19,52,19,50,50,166,0,13,104,373
SAL51534,1093,2161,34,174,96,441,54,249,613,2359,798,3228,55,231,73,234,258,798,389,1270,1191,4501,7,51,46,184,41,153,286,809,381,1197,22,71,46,93,222,481,289,647,670,1845,45,95,2996,8596
SAL51535,10,16,0,0,0,7,0,0,8,13,7,23,0,0,0,7,0,0,0,7,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,45
SAL51536,373,734,4,30,26,130,11,57,147,571,191,786,25,74,12,33,71,209,105,321,293,1107,0,7,8,28,7,23,48,119,68,179,3,11,4,13,32,67,46,96,108,274,9,12,780,2132
SAL51537,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15
SAL51538,11,23,0,0,0,0,0,0,5,8,6,8,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,33
SAL51539,6,3,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19
SAL51540,98,184,0,16,19,83,6,28,56,212,80,339,5,11,10,26,23,75,35,121,115,462,0,0,0,0,0,0,0,6,0,6,0,4,0,0,7,11,11,20,10,23,0,6,221,676
